sentence1,sentence2,similarity
登记号,结婚登记字,contradiction
结（离）婚证备注,结离婚登记号,contradiction
姓名,结离婚证备注,contradiction
公民身份证号,姓名,contradiction
配偶姓名,公民身份号码,contradiction
配偶公民身份号码,配偶姓名,contradiction
父亲姓名,配偶公民身份号码,contradiction
父亲公民身份号码,父亲姓名,contradiction
母亲姓名,父亲公民身份号码,contradiction
母亲公民身份号码,母亲姓名,contradiction
监护人一姓名,母亲公民身份号码,contradiction
监护人一公民身份号码,第一监护人姓名,contradiction
监护人一监护关系,第一监护人公民身份号码,contradiction
监护人一联系电话,第一监护人监护关系,contradiction
监护人二姓名,第一监护人联系电话,contradiction
监护人二公民身份号码,第二监护人姓名,contradiction
监护人二监护关系,第二监护人公民身份号码,contradiction
监护人二联系电话,第二监护人监护关系,contradiction
班级名称,第二监护人联系电话,contradiction
残疾类型,班级名称,contradiction
出生地,残疾类别,contradiction
出生日期,出生地,contradiction
港澳台侨外,出生日期,contradiction
国籍地区,是否港澳台侨外,contradiction
个人标识码,国籍地区,contradiction
户口所在地,学生个人标识码,contradiction
就读状态,户籍地,contradiction
籍贯,就读状态,contradiction
监护人身份证件号,籍贯,contradiction
监护人姓名,监护人公民身份号码,contradiction
家庭住址,监护人姓名,contradiction
民族,家庭住址,contradiction
年级名称,民族,contradiction
入学年月,年级,contradiction
是否孤儿,入学年月,contradiction
是否进城务工人员随迁子女,是否孤儿,contradiction
是否留守儿童,是否进城务工人员随迁子女,contradiction
是否外来务工人员子女,是否留守儿童,contradiction
身份证件号,是否外来务工人员子女,contradiction
身份证件类型,公民身份号码,contradiction
是否在校,身份证件类型,contradiction
性别,是否在校,contradiction
姓名,性别,contradiction
学校标识码,姓名,contradiction
学校名称,学校标识码,contradiction
学校所属行政区划,学校名称,contradiction
英文姓名,所属行政区划,contradiction
全国学籍号,英文姓名,contradiction
姓名,全国学籍号,contradiction
身份证号码,姓名,contradiction
全国学籍号,公民身份号码,contradiction
就读学段,全国学籍号,contradiction
就读状态,就读学段,contradiction
区县,就读状态,contradiction
学校,区县,contradiction
年级,学校,contradiction
班级,年级,contradiction
性别,班级,contradiction
入学年月,性别,contradiction
学校标识码,入学年月,contradiction
第一监护人姓名,学校标识码,contradiction
第二监护人姓名,第一监护人姓名,contradiction
班级名称,第二监护人姓名,contradiction
出生地,班级名称,contradiction
出生日期,出生地,contradiction
港澳台侨外,出生日期,contradiction
国籍地区,是否港澳台侨外,contradiction
个人标识码,国籍地区,contradiction
户口所在地,学生个人标识码,contradiction
就读状态,户籍地,contradiction
籍贯,就读状态,contradiction
家庭住址,籍贯,contradiction
民族,家庭住址,contradiction
年级名称,民族,contradiction
入学方式,年级,contradiction
入学年月,入学方式,contradiction
是否进城务工人员随迁子女,入学年月,contradiction
身份证件号,是否进城务工人员随迁子女,contradiction
身份证件类型,公民身份号码,contradiction
性别,身份证件类型,contradiction
姓名,性别,contradiction
学生类别,姓名,contradiction
学校标识码,学生类别,contradiction
学校名称,学校标识码,contradiction
学校所属行政区划,学校名称,contradiction
班级名称,所属行政区划,contradiction
层次,班级名称,contradiction
出生日期,学历,contradiction
当年所在级,出生日期,contradiction
入学日期,年级,contradiction
身份证号,入学日期,contradiction
性别,公民身份号码,contradiction
学号,性别,contradiction
姓名,学号,contradiction
学习形式,姓名,contradiction
学制,学习形式,contradiction
院校名称,学制,contradiction
照片,院校名称,contradiction
专业名称,个人照片,contradiction
报道地址,专业名称,contradiction
报道结束日期,报道地址,contradiction
报道开始日期,报道结束日期,contradiction
报道证号,报道开始日期,contradiction
毕业年份,报到证号码,contradiction
档案材料,毕业年份,contradiction
发证机关,档案材料,contradiction
发证日期,发证机关,contradiction
联系电话,发证日期,contradiction
培养方式,联系电话,contradiction
是否师范生,培养方式,contradiction
身份证号,是否师范生,contradiction
是否专业对口,公民身份号码,contradiction
证照状态,是否专业对口,contradiction
生源地,毕业证状态,contradiction
性别,生源地,contradiction
学历,性别,contradiction
姓名,学历,contradiction
学校名称,姓名,contradiction
修业年限,学校名称,contradiction
专业名称,修业年限,contradiction
是否毕（结）业,专业名称,contradiction
毕（结）业日期,是否毕结业,contradiction
层次,毕结业日期,contradiction
证照状态,学历,contradiction
民族,毕业证状态,contradiction
入学日期,民族,contradiction
身份证号,入学日期,contradiction
证照有效截至日期,公民身份号码,contradiction
证照有效开始日期,证照有效截至日期,contradiction
性别,证照有效开始日期,contradiction
姓名,性别,contradiction
学校名称,姓名,contradiction
学习形式,学校名称,contradiction
校（院）长姓名,学习形式,contradiction
学制,校院长姓名,contradiction
照片,学制,contradiction
证书编号,个人照片,contradiction
专业,毕业证书编号,contradiction
政治面貌,专业名称,contradiction
毕业年月,政治面貌,contradiction
证照状态,毕业年月,contradiction
出生日期,学位证状态,contradiction
国别,出生日期,contradiction
获学位日期,国籍,contradiction
民族,获得学位日期,contradiction
入学年月,民族,contradiction
省市名称,入学年月,contradiction
证照有效截至日期,省市名称,contradiction
证照有效开始日期,证照有效截至日期,contradiction
性别,证照有效开始日期,contradiction
姓名,性别,contradiction
学位类别,姓名,contradiction
学位授予单位,学位类别,contradiction
学位证编号,学位授予单位,contradiction
学制,学位证书编号,contradiction
校长姓名,学制,contradiction
证件号码,校长姓名,contradiction
证件类型,身份证件号码,contradiction
照片,身份证件类型,contradiction
照片状态,个人照片,contradiction
证书大类,个人照片状态,contradiction
证书分类,学位大类,contradiction
主席姓名,学位证书分类,contradiction
专业名称,学位证主席姓名,contradiction
政治面貌,专业名称,contradiction
市,政治面貌,contradiction
区县,市,contradiction
所在学校,区县,contradiction
教师姓名,所属学校,contradiction
性别,教师姓名,contradiction
民族,性别,contradiction
岗位资格证书,民族,contradiction
任教学科,资格证书编号,contradiction
学校标识码,任教学科,contradiction
单位类别,学校标识码,contradiction
身份证号码,所属单位类别,contradiction
教师资格种类名称,公民身份号码,contradiction
教师资格证书号码,教师资格种类名称,contradiction
认定机构名称,资格证证书编号,contradiction
成绩,认定机构名称,contradiction
成绩类型,成绩,contradiction
归档日期,成绩类型,contradiction
科目名称,归档日期,contradiction
考试日期,考试科目,contradiction
免考标识,考试日期,contradiction
身份证号,免考标识,contradiction
学分,公民身份号码,contradiction
姓名,学分,contradiction
准考证号,姓名,contradiction
专业名称,准考证号,contradiction
保安员岗位,专业名称,contradiction
保安资格证编号,保安员岗位,contradiction
出生日期,保安资格证编号,contradiction
公民身份号码,出生日期,contradiction
工作部门,公民身份号码,contradiction
户籍地详址,工作单位,contradiction
离职日期,户籍地址详址,contradiction
离职原因,离职日期,contradiction
民族,离职原因,contradiction
入职日期,民族,contradiction
性别,入职日期,contradiction
姓名,性别,contradiction
资格证吊销机关,姓名,contradiction
资格证吊销日期,资格证吊销机关,contradiction
资格证发证机关,保安资格证吊销日期,contradiction
资格证发证日期,发证机关,contradiction
资格证吊销原因,资格证发证日期,contradiction
颁证单位,资格证吊销原因,contradiction
颁证单位组织机构代码,发证机构,contradiction
颁证时间,发证机构组织机构代码,contradiction
出生日期,发证时间,contradiction
持证者主体代码,出生日期,contradiction
持证者主体名称,持证者主体代码,contradiction
